,site_ID,plot,horizon,top_depth.cm,bottom_depth.cm,thickness.cm,,,,,,,,,,,,,,,
237,DSNY,3,E'2,110.0,152.5,42.5,,,,,,,,,,,,,,,
238,DSNY,3,B'h,152.5,158.5,6.0,,,,,,,,,,,,,,,
239,DSNY,4,A,0.0,13.0,13.0,,,,,,,,,,,,,,,
240,DSNY,4,E,13.0,36.5,23.5,,,,,,,,,,,,,,,
241,DSNY,4,Bh1,36.5,43.5,7.0,,,,,,,,,,,,,,,
242,DSNY,4,Bh2,43.5,67.5,24.0,,,,,,,,,,,,,,,
243,DSNY,4,E'1,67.5,129.5,62.0,,,,,,,,,,,,,,,
244,DSNY,4,B'h,129.5,163.0,33.5,,,,,,,,,,,,,,,
245,DSNY,5,A,0.0,8.0,8.0,,,,,,,,,,,,,,,
246,DSNY,5,E,8.0,30.0,22.0,,,,,,,,,,,,,,,
247,DSNY,5,Bh1,30.0,35.0,5.0,,,,,,,,,,,,,,,
248,DSNY,5,Bh2,35.0,53.0,18.0,,,,,,,,,,,,,,,
249,DSNY,5,E',53.0,141.0,88.0,,,,,,,,,,,,,,,
250,DSNY,5,B'h,141.0,152.0,11.0,,,,,,,,,,,,,,,
251,GRSM,1,A,0.0,14.0,14.0,,,,,,,,,,,,,,,
252,GRSM,1,AB,14.0,22.0,8.0,,,,,,,,,,,,,,,
253,GRSM,1,Bw1,22.0,35.0,13.0,,,,,,,,,,,,,,,
254,GRSM,1,Bw2,35.0,64.0,29.0,,,,,,,,,,,,,,,
255,GRSM,1,Bt,64.0,103.0,39.0,,,,,,,,,,,,,,,
256,GRSM,2,A,0.0,25.0,25.0,,,,,,,,,,,,,,,
257,GRSM,2,Bt,25.0,42.0,17.0,,,,,,,,,,,,,,,
258,GRSM,3,A,0.0,18.5,18.5,,,,,,,,,,,,,,,
259,GRSM,3,AB,18.5,31.0,12.5,,,,,,,,,,,,,,,
260,GRSM,3,Bt1,31.0,56.0,25.0,,,,,,,,,,,,,,,
261,GRSM,3,Bt2,56.0,89.0,33.0,,,,,,,,,,,,,,,
262,GRSM,4,A,0.0,25.0,25.0,,,,,,,,,,,,,,,
263,GRSM,4,Bt,25.0,70.0,45.0,,,,,,,,,,,,,,,
264,GRSM,4,C,70.0,112.0,42.0,,,,,,,,,,,,,,,
265,HARV,1,OA,0.0,6.0,6.0,,,,,,,,,,,,,,,
266,HARV,1,AB,6.0,16.0,10.0,,,,,,,,,,,,,,,
267,HARV,1,Bw1,16.0,50.0,34.0,,,,,,,,,,,,,,,
268,HARV,1,Bw2,50.0,56.0,6.0,,,,,,,,,,,,,,,
269,HARV,2,OA,0.0,6.0,6.0,,,,,,,,,,,,,,,
270,HARV,2,Bw1,6.0,22.5,16.5,,,,,,,,,,,,,,,
271,HARV,2,Bw2,22.5,34.0,11.5,,,,,,,,,,,,,,,
272,HARV,2,2BC,34.0,75.0,41.0,,,,,,,,,,,,,,,
273,HARV,3,OA,0.0,8.0,8.0,,,,,,,,,,,,,,,
274,HARV,3,Bw1,8.0,27.0,19.0,,,,,,,,,,,,,,,
275,HARV,3,Bw2,27.0,34.0,7.0,,,,,,,,,,,,,,,
276,HARV,3,Bw3,34.0,62.0,28.0,,,,,,,,,,,,,,,
277,HARV,4,OA,0.0,5.0,5.0,,,,,,,,,,,,,,,
278,HARV,4,Bw1,5.0,18.0,13.0,,,,,,,,,,,,,,,
279,HARV,4,Bw2,18.0,48.0,30.0,,,,,,,,,,,,,,,
280,HARV,4,2CB,48.0,72.5,24.5,,,,,,,,,,,,,,,
281,HARV,5,OA,0.0,10.0,10.0,,,,,,,,,,,,,,,
282,HARV,5,Bw1,10.0,23.0,13.0,,,,,,,,,,,,,,,
283,HARV,5,Bw2,23.0,41.0,18.0,,,,,,,,,,,,,,,
284,HARV,5,Bw3,41.0,48.0,7.0,,,,,,,,,,,,,,,
992,HEAL,1,Oi/Oe,0.0,19.0,19.0,,,,,,,,,,,,,,,
993,HEAL,1,Oa,19.0,34.0,15.0,,,,,,,,,,,,,,,
994,HEAL,1,Af,34.0,54.0,20.0,,,,,,,,,,,,,,,
995,HEAL,1,Bfgjj,54.0,84.0,30.0,,,,,,,,,,,,,,,
996,HEAL,2,Oi/Oe,0.0,15.0,15.0,,,,,,,,,,,,,,,
997,HEAL,2,Oa,15.0,30.0,15.0,,,,,,,,,,,,,,,
998,HEAL,2,Bjj,30.0,34.0,4.0,,,,,,,,,,,,,,,
999,HEAL,2,Bf,34.0,47.0,13.0,,,,,,,,,,,,,,,
1000,HEAL,2,Afjj/Oa,47.0,74.0,27.0,,,,,,,,,,,,,,,
1001,HEAL,2,Bfg,74.0,81.0,7.0,,,,,,,,,,,,,,,
1002,HEAL,3,Oi,0.0,20.0,20.0,,,,,,,,,,,,,,,
1003,HEAL,3,Oe,20.0,35.0,15.0,,,,,,,,,,,,,,,
1004,HEAL,3,Oa/Oe,35.0,35.0,0.0,,,,,,,,,,,,,,,
1005,HEAL,3,Ajj,35.0,49.0,14.0,,,,,,,,,,,,,,,
1006,HEAL,3,Afjj1,49.0,59.0,10.0,,,,,,,,,,,,,,,
1007,HEAL,3,Afjj2,59.0,70.0,11.0,,,,,,,,,,,,,,,
1008,HEAL,3,Afjj/Bg,70.0,83.0,13.0,,,,,,,,,,,,,,,
1009,HEAL,3,Cfjj,83.0,91.0,8.0,,,,,,,,,,,,,,,
1010,HEAL,4,Oi,0.0,3.0,3.0,,,,,,,,,,,,,,,
1011,HEAL,4,Oe,3.0,15.0,12.0,,,,,,,,,,,,,,,
1012,HEAL,4,Oa,15.0,27.0,12.0,,,,,,,,,,,,,,,
1013,HEAL,4,Afjj1,27.0,53.0,26.0,,,,,,,,,,,,,,,
1014,HEAL,4,Afjj2,53.0,70.0,17.0,,,,,,,,,,,,,,,
1015,HEAL,4,Cfjj,70.0,75.0,5.0,,,,,,,,,,,,,,,
1016,HEAL,5,Oi,0.0,4.5,4.5,,,,,,,,,,,,,,,
1017,HEAL,5,Oe,4.5,5.0,0.5,,,,,,,,,,,,,,,
1018,HEAL,5,Oe/Oa,5.0,30.0,25.0,,,,,,,,,,,,,,,
1019,HEAL,5,Oa/Cfjj,30.0,72.0,42.0,,,,,,,,,,,,,,,
1020,HEAL,5,Cfjj,72.0,89.0,17.0,,,,,,,,,,,,,,,
285,JORN,1,Ak,0.0,29.0,29.0,,,,,,,,,,,,,,,
286,JORN,1,2Bk1,29.0,57.0,28.0,,,,,,,,,,,,,,,
287,JORN,1,2Bk2,57.0,191.0,134.0,,,,,,,,,,,,,,,
288,JORN,1,2Bkm,191.0,194.0,3.0,,,,,,,,,,,,,,,
289,JORN,2,Ak,0.0,30.0,30.0,,,,,,,,,,,,,,,
290,JORN,2,B/A,30.0,66.0,36.0,,,,,,,,,,,,,,,
291,JORN,2,Bk,66.0,93.0,27.0,,,,,,,,,,,,,,,
292,JORN,2,Ck1,93.0,162.0,69.0,,,,,,,,,,,,,,,
293,JORN,2,Ck2,162.0,186.0,24.0,,,,,,,,,,,,,,,
294,JORN,3,A,0.0,32.0,32.0,,,,,,,,,,,,,,,
295,JORN,3,Bk,32.0,88.0,56.0,,,,,,,,,,,,,,,
296,JORN,3,2Bk1,88.0,136.0,48.0,,,,,,,,,,,,,,,
297,JORN,3,2Bk2,136.0,184.0,48.0,,,,,,,,,,,,,,,
298,JORN,4,A,0.0,14.0,14.0,,,,,,,,,,,,,,,
299,JORN,4,Bk1,14.0,42.0,28.0,,,,,,,,,,,,,,,
300,JORN,4,Bk2,42.0,74.5,32.5,,,,,,,,,,,,,,,
301,JORN,4,2Bk1,74.5,140.0,65.5,,,,,,,,,,,,,,,
302,JORN,4,2Bk2,140.0,169.0,29.0,,,,,,,,,,,,,,,
303,JORN,4,2Bk3,169.0,186.0,17.0,,,,,,,,,,,,,,,
304,JORN,5,A,0.0,16.0,16.0,,,,,,,,,,,,,,,
305,JORN,5,Ak,16.0,26.5,10.5,,,,,,,,,,,,,,,
306,JORN,5,2Bk1,26.5,93.0,66.5,,,,,,,,,,,,,,,
307,JORN,5,2Bk2,93.0,196.0,103.0,,,,,,,,,,,,,,,
308,KONA,1,Ap,0.0,18.0,18.0,,,,,,,,,,,,,,,
309,KONA,1,Bt1,18.0,45.0,27.0,,,,,,,,,,,,,,,
310,KONA,1,Bt2,45.0,95.0,50.0,,,,,,,,,,,,,,,
311,KONA,1,Btk,95.0,150.0,55.0,,,,,,,,,,,,,,,
312,KONA,1,2Bt,150.0,174.0,24.0,,,,,,,,,,,,,,,
313,KONA,2,Ap1,0.0,9.0,9.0,,,,,,,,,,,,,,,
314,KONA,2,Ap2,9.0,25.0,16.0,,,,,,,,,,,,,,,
315,KONA,2,Bt1,25.0,76.0,51.0,,,,,,,,,,,,,,,
316,KONA,2,Bt2,76.0,93.0,17.0,,,,,,,,,,,,,,,
317,KONA,2,Bkt,93.0,132.0,39.0,,,,,,,,,,,,,,,
318,KONA,2,2Bt,132.0,174.0,42.0,,,,,,,,,,,,,,,
319,KONA,3,Ap1,0.0,8.0,8.0,,,,,,,,,,,,,,,
320,KONA,3,Ap2,8.0,16.0,8.0,,,,,,,,,,,,,,,
321,KONA,3,Bt1,16.0,39.0,23.0,,,,,,,,,,,,,,,
322,KONA,3,Bt2,39.0,77.0,38.0,,,,,,,,,,,,,,,
323,KONA,3,Bt3,77.0,130.0,53.0,,,,,,,,,,,,,,,
324,KONA,3,2Btk,130.0,166.0,36.0,,,,,,,,,,,,,,,
325,KONA,3,2Bt,166.0,181.0,15.0,,,,,,,,,,,,,,,
326,KONA,4,Ap1,0.0,5.0,5.0,,,,,,,,,,,,,,,
327,KONA,4,Ap2,5.0,31.0,26.0,,,,,,,,,,,,,,,
328,KONA,4,Bt1,31.0,52.0,21.0,,,,,,,,,,,,,,,
329,KONA,4,Bt2,52.0,94.0,42.0,,,,,,,,,,,,,,,
330,KONA,4,Bt3,94.0,116.0,22.0,,,,,,,,,,,,,,,
331,KONA,4,Btk,116.0,174.0,58.0,,,,,,,,,,,,,,,
332,KONA,5,A,0.0,25.0,25.0,,,,,,,,,,,,,,,
333,KONA,5,Bt1,25.0,46.0,21.0,,,,,,,,,,,,,,,
334,KONA,5,Bt2,46.0,97.0,51.0,,,,,,,,,,,,,,,
335,KONA,5,Bt3,97.0,144.0,47.0,,,,,,,,,,,,,,,
336,KONA,5,Btk,144.0,157.0,13.0,,,,,,,,,,,,,,,
337,KONZ,1,A1,0.0,6.0,6.0,,,,,,,,,,,,,,,
338,KONZ,1,A2,6.0,34.0,28.0,,,,,,,,,,,,,,,
339,KONZ,1,Bt1,34.0,71.0,37.0,,,,,,,,,,,,,,,
340,KONZ,1,Bt2,71.0,92.0,21.0,,,,,,,,,,,,,,,
341,KONZ,2,A1,0.0,9.0,9.0,,,,,,,,,,,,,,,
342,KONZ,2,A2,9.0,45.0,36.0,,,,,,,,,,,,,,,
343,KONZ,2,Bt1,45.0,82.5,37.5,,,,,,,,,,,,,,,
344,KONZ,3,A1,0.0,13.0,13.0,,,,,,,,,,,,,,,
345,KONZ,3,A2,13.0,44.0,31.0,,,,,,,,,,,,,,,
346,KONZ,3,Bt1,44.0,66.0,22.0,,,,,,,,,,,,,,,
347,KONZ,3,Bt2,66.0,82.0,16.0,,,,,,,,,,,,,,,
348,KONZ,4,A1,0.0,4.0,4.0,,,,,,,,,,,,,,,
349,KONZ,4,A2,4.0,24.0,20.0,,,,,,,,,,,,,,,
350,KONZ,4,Bt1,24.0,54.0,30.0,,,,,,,,,,,,,,,
351,KONZ,4,Bt2,54.0,66.0,12.0,,,,,,,,,,,,,,,
352,KONZ,5,A1,0.0,7.0,7.0,,,,,,,,,,,,,,,
353,KONZ,5,A2,7.0,23.0,16.0,,,,,,,,,,,,,,,
354,KONZ,5,Bt1,23.0,37.0,14.0,,,,,,,,,,,,,,,
355,KONZ,5,Bt2,37.0,52.0,15.0,,,,,,,,,,,,,,,
356,KONZ,5,Bt3,52.0,68.0,16.0,,,,,,,,,,,,,,,
357,LENO,1,A1,0.0,5.0,5.0,,,,,,,,,,,,,,,
358,LENO,1,A2,5.0,20.0,15.0,,,,,,,,,,,,,,,
359,LENO,1,Btg1,20.0,50.0,30.0,,,,,,,,,,,,,,,
360,LENO,1,Btg2,50.0,77.0,27.0,,,,,,,,,,,,,,,
361,LENO,1,Btg3,77.0,107.5,30.5,,,,,,,,,,,,,,,
362,LENO,2,A1,0.0,4.0,4.0,,,,,,,,,,,,,,,
363,LENO,2,A2,4.0,13.0,9.0,,,,,,,,,,,,,,,
364,LENO,2,Bg1,13.0,32.0,19.0,,,,,,,,,,,,,,,
365,LENO,2,Btg1,32.0,74.0,42.0,,,,,,,,,,,,,,,
366,LENO,2,Btg2,74.0,158.0,84.0,,,,,,,,,,,,,,,
367,LENO,3,A1,0.0,4.0,4.0,,,,,,,,,,,,,,,
368,LENO,3,A2,4.0,14.0,10.0,,,,,,,,,,,,,,,
369,LENO,3,Bg ,14.0,33.0,19.0,,,,,,,,,,,,,,,
370,LENO,3,Btg1,33.0,66.0,33.0,,,,,,,,,,,,,,,
371,LENO,3,Btg2,66.0,127.0,61.0,,,,,,,,,,,,,,,
372,LENO,3,Btg3,127.0,151.5,24.5,,,,,,,,,,,,,,,
373,LENO,4,A1,0.0,6.0,6.0,,,,,,,,,,,,,,,
374,LENO,4,A2,6.0,12.0,6.0,,,,,,,,,,,,,,,
375,LENO,4,Bg1,12.0,38.0,26.0,,,,,,,,,,,,,,,
376,LENO,4,Btg1,38.0,88.0,50.0,,,,,,,,,,,,,,,
377,LENO,4,Btg2,88.0,127.0,39.0,,,,,,,,,,,,,,,
378,LENO,4,Btg3,127.0,157.0,30.0,,,,,,,,,,,,,,,
379,LENO,5,A1,0.0,4.0,4.0,,,,,,,,,,,,,,,
380,LENO,5,A2,4.0,10.0,6.0,,,,,,,,,,,,,,,
381,LENO,5,Bg,10.0,37.0,27.0,,,,,,,,,,,,,,,
382,LENO,5,Btg1,37.0,95.0,58.0,,,,,,,,,,,,,,,
383,LENO,5,Btg2,95.0,161.5,66.5,,,,,,,,,,,,,,,
384,MLBS,1,Oe,0.0,3.0,3.0,,,,,,,,,,,,,,,
385,MLBS,1,A,3.0,12.0,9.0,,,,,,,,,,,,,,,
386,MLBS,1,Bw,12.0,33.0,21.0,,,,,,,,,,,,,,,
387,MLBS,1,Bg,33.0,59.0,26.0,,,,,,,,,,,,,,,
388,MLBS,1,2Cg1,59.0,81.0,22.0,,,,,,,,,,,,,,,
389,MLBS,1,2Cg2,81.0,105.5,24.5,,,,,,,,,,,,,,,
390,MLBS,2,Oe,0.0,1.5,1.5,,,,,,,,,,,,,,,
391,MLBS,2,A,1.5,10.5,9.0,,,,,,,,,,,,,,,
392,MLBS,2,Bw,10.5,44.0,33.5,,,,,,,,,,,,,,,
393,MLBS,2,Bg,44.0,66.0,22.0,,,,,,,,,,,,,,,
394,MLBS,2,2Cg1,66.0,75.0,9.0,,,,,,,,,,,,,,,
395,MLBS,2,2Cg2,75.0,128.0,53.0,,,,,,,,,,,,,,,
396,MLBS,3,A,0.0,11.0,11.0,,,,,,,,,,,,,,,
397,MLBS,3,Bw1,11.0,44.0,33.0,,,,,,,,,,,,,,,
398,MLBS,3,Bw2,44.0,57.0,13.0,,,,,,,,,,,,,,,
399,MLBS,3,2C1,57.0,78.0,21.0,,,,,,,,,,,,,,,
400,MLBS,3,2C2,78.0,90.5,12.5,,,,,,,,,,,,,,,
401,MLBS,4,A,0.0,7.5,7.5,,,,,,,,,,,,,,,
402,MLBS,4,AB,7.5,14.5,7.0,,,,,,,,,,,,,,,
403,MLBS,4,Bw,14.5,37.0,22.5,,,,,,,,,,,,,,,
404,MLBS,4,2C,37.0,61.0,24.0,,,,,,,,,,,,,,,
405,MLBS,4,2Cg,61.0,69.0,8.0,,,,,,,,,,,,,,,
406,MLBS,5,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
407,MLBS,5,Bw1,9.0,28.5,19.5,,,,,,,,,,,,,,,
408,MLBS,5,Bw2,28.5,40.0,11.5,,,,,,,,,,,,,,,
409,MLBS,5,2Cg,40.0,52.0,12.0,,,,,,,,,,,,,,,
410,MOAB,1,A,0.0,8.5,8.5,,,,,,,,,,,,,,,
411,MOAB,1,Bw,8.5,21.0,12.5,,,,,,,,,,,,,,,
412,MOAB,1,Bk1,21.0,40.0,19.0,,,,,,,,,,,,,,,
413,MOAB,1,Bk2,40.0,55.0,15.0,,,,,,,,,,,,,,,
414,MOAB,1,BCk,55.0,88.0,33.0,,,,,,,,,,,,,,,
415,MOAB,2,A,0.0,15.0,15.0,,,,,,,,,,,,,,,
416,MOAB,2,AB,15.0,21.0,6.0,,,,,,,,,,,,,,,
417,MOAB,2,Bk1,21.0,33.0,12.0,,,,,,,,,,,,,,,
418,MOAB,2,Bk2,33.0,47.0,14.0,,,,,,,,,,,,,,,
419,MOAB,2,Bk3,47.0,101.5,54.5,,,,,,,,,,,,,,,
420,MOAB,3,A,0.0,14.0,14.0,,,,,,,,,,,,,,,
421,MOAB,3,Bk1,14.0,40.0,26.0,,,,,,,,,,,,,,,
422,MOAB,3,Bk2,40.0,75.0,35.0,,,,,,,,,,,,,,,
423,MOAB,3,Bk3,75.0,126.5,51.5,,,,,,,,,,,,,,,
424,MOAB,4,A,0.0,16.0,16.0,,,,,,,,,,,,,,,
425,MOAB,4,AB,16.0,28.0,12.0,,,,,,,,,,,,,,,
426,MOAB,4,Bk1,28.0,41.0,13.0,,,,,,,,,,,,,,,
427,MOAB,4,Bk2,41.0,117.0,76.0,,,,,,,,,,,,,,,
428,MOAB,5,A,0.0,22.0,22.0,,,,,,,,,,,,,,,
429,MOAB,5,Ak1,22.0,42.0,20.0,,,,,,,,,,,,,,,
430,MOAB,5,Bk2,42.0,58.0,16.0,,,,,,,,,,,,,,,
431,MOAB,5,Bk3,58.0,78.0,20.0,,,,,,,,,,,,,,,
432,NGPRL,1,A,0.0,24.5,24.5,,,,,,,,,,,,,,,
433,NGPRL,1,Bt,24.5,46.0,21.5,,,,,,,,,,,,,,,
434,NGPRL,1,Btk1,46.0,63.0,17.0,,,,,,,,,,,,,,,
435,NGPRL,1,Btk2,63.0,82.5,19.5,,,,,,,,,,,,,,,
436,NGPRL,2,A,0.0,24.0,24.0,,,,,,,,,,,,,,,
437,NGPRL,2,Bt1,24.0,45.0,21.0,,,,,,,,,,,,,,,
438,NGPRL,2,Bt2,45.0,72.0,27.0,,,,,,,,,,,,,,,
439,NGPRL,2,Btk,72.0,91.5,19.5,,,,,,,,,,,,,,,
440,NGPRL,3,A,0.0,30.0,30.0,,,,,,,,,,,,,,,
441,NGPRL,3,Bt,30.0,50.0,20.0,,,,,,,,,,,,,,,
442,NGPRL,3,Btk,50.0,85.0,35.0,,,,,,,,,,,,,,,
443,NGPRL,4,A,0.0,21.0,21.0,,,,,,,,,,,,,,,
444,NGPRL,4,Bt,21.0,51.0,30.0,,,,,,,,,,,,,,,
445,NGPRL,4,Btk,51.0,80.0,29.0,,,,,,,,,,,,,,,
446,NGPRL,5,A,0.0,29.0,29.0,,,,,,,,,,,,,,,
447,NGPRL,5,Bt,29.0,64.0,35.0,,,,,,,,,,,,,,,
448,NGPRL,5,Btk,64.0,84.5,20.5,,,,,,,,,,,,,,,
449,NIWO,1,A,0.0,15.0,15.0,,,,,,,,,,,,,,,
450,NIWO,1,Bw1,15.0,37.0,22.0,,,,,,,,,,,,,,,
451,NIWO,1,Bw2,37.0,105.0,68.0,,,,,,,,,,,,,,,
452,NIWO,1,2C,105.0,147.0,42.0,,,,,,,,,,,,,,,
453,NIWO,2,A1,0.0,11.0,11.0,,,,,,,,,,,,,,,
454,NIWO,2,A2,11.0,35.0,24.0,,,,,,,,,,,,,,,
455,NIWO,2,Bw,35.0,66.0,31.0,,,,,,,,,,,,,,,
456,NIWO,2,2C,66.0,150.0,84.0,,,,,,,,,,,,,,,
457,NIWO,3,A1,0.0,10.0,10.0,,,,,,,,,,,,,,,
458,NIWO,3,A2,10.0,24.0,14.0,,,,,,,,,,,,,,,
459,NIWO,3,Bw,24.0,54.0,30.0,,,,,,,,,,,,,,,
460,NIWO,3,2Cr1,54.0,110.0,56.0,,,,,,,,,,,,,,,
461,NIWO,3,2Cr2,110.0,137.0,27.0,,,,,,,,,,,,,,,
462,NIWO,4,A,0.0,10.0,10.0,,,,,,,,,,,,,,,
463,NIWO,4,AB,10.0,16.0,6.0,,,,,,,,,,,,,,,
464,NIWO,4,Bw1,16.0,37.0,21.0,,,,,,,,,,,,,,,
465,NIWO,4,Bw2,37.0,69.0,32.0,,,,,,,,,,,,,,,
466,NIWO,4,2Cr,69.0,129.0,60.0,,,,,,,,,,,,,,,
467,NIWO,4,2C,129.0,147.0,18.0,,,,,,,,,,,,,,,
468,NIWO,5,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
469,NIWO,5,A/B,9.0,18.0,9.0,,,,,,,,,,,,,,,
470,NIWO,5,Bw1,18.0,37.0,19.0,,,,,,,,,,,,,,,
471,NIWO,5,Bw2,37.0,65.0,28.0,,,,,,,,,,,,,,,
472,NIWO,5,2Cr1,65.0,124.0,59.0,,,,,,,,,,,,,,,
473,NIWO,5,2Cr2,124.0,158.0,34.0,,,,,,,,,,,,,,,
830,OAES,1,Ak,0.0,16.5,16.5,,,,,,,,,,,,,,,
831,OAES,1,Bk1,16.5,41.0,24.5,,,,,,,,,,,,,,,
832,OAES,1,Bk2,41.0,51.0,10.0,,,,,,,,,,,,,,,
833,OAES,2,Ak,0.0,18.0,18.0,,,,,,,,,,,,,,,
834,OAES,2,Bk1,18.0,38.0,20.0,,,,,,,,,,,,,,,
835,OAES,2,Bk2,38.0,70.0,32.0,,,,,,,,,,,,,,,
836,OAES,3,A,0.0,15.0,15.0,,,,,,,,,,,,,,,
837,OAES,3,Ak,15.0,23.0,8.0,,,,,,,,,,,,,,,
838,OAES,3,Bk1,23.0,36.0,13.0,,,,,,,,,,,,,,,
839,OAES,3,Bk2,36.0,42.5,6.5,,,,,,,,,,,,,,,
840,OAES,4,A,0.0,13.0,13.0,,,,,,,,,,,,,,,
841,OAES,4,Ak,13.0,18.0,5.0,,,,,,,,,,,,,,,
842,OAES,4,Bk1,18.0,40.0,22.0,,,,,,,,,,,,,,,
843,OAES,4,Bk2,40.0,50.0,10.0,,,,,,,,,,,,,,,
844,OAES,5,A,0.0,19.0,19.0,,,,,,,,,,,,,,,
845,OAES,5,Ak,19.0,26.0,7.0,,,,,,,,,,,,,,,
846,OAES,5,Bk1,26.0,53.0,27.0,,,,,,,,,,,,,,,
847,OAES,5,Bk2,53.0,63.5,10.5,,,,,,,,,,,,,,,
474,ONAQ,1,Ak,0.0,10.0,10.0,,,,,,,,,,,,,,,
475,ONAQ,1,Bk1,10.0,43.0,33.0,,,,,,,,,,,,,,,
476,ONAQ,1,Bk2,43.0,100.0,57.0,,,,,,,,,,,,,,,
477,ONAQ,1,Bk3,100.0,122.0,22.0,,,,,,,,,,,,,,,
478,ONAQ,1,2CBK,122.0,154.5,32.5,,,,,,,,,,,,,,,
479,ONAQ,2,Ak,0.0,11.0,11.0,,,,,,,,,,,,,,,
480,ONAQ,2,Bk1,11.0,54.0,43.0,,,,,,,,,,,,,,,
481,ONAQ,2,Bk2,54.0,92.0,38.0,,,,,,,,,,,,,,,
482,ONAQ,2,2CBk1,92.0,128.0,36.0,,,,,,,,,,,,,,,
483,ONAQ,2,2CBk2,128.0,152.0,24.0,,,,,,,,,,,,,,,
484,ONAQ,3,Ak,0.0,9.0,9.0,,,,,,,,,,,,,,,
485,ONAQ,3,Bk1,9.0,63.0,54.0,,,,,,,,,,,,,,,
486,ONAQ,3,Bk2,63.0,89.0,26.0,,,,,,,,,,,,,,,
487,ONAQ,3,Bk3,89.0,127.0,38.0,,,,,,,,,,,,,,,
488,ONAQ,3,2CBk1,127.0,150.0,23.0,,,,,,,,,,,,,,,
489,ONAQ,4,Ak,0.0,9.0,9.0,,,,,,,,,,,,,,,
490,ONAQ,4,Bk1,9.0,50.0,41.0,,,,,,,,,,,,,,,
491,ONAQ,4,Bk2,50.0,111.0,61.0,,,,,,,,,,,,,,,
492,ONAQ,4,2CBk,111.0,140.0,29.0,,,,,,,,,,,,,,,
