,site_ID,plot,horizon,top_depth.cm,bottom_depth.cm,thickness.cm,,,,,,,,,,,,,,,
493,ONAQ,5,Ak,0.0,13.0,13.0,,,,,,,,,,,,,,,
494,ONAQ,5,Bk1,13.0,60.0,47.0,,,,,,,,,,,,,,,
495,ONAQ,5,Bk2,60.0,111.0,51.0,,,,,,,,,,,,,,,
496,ONAQ,5,2CBk,111.0,136.5,25.5,,,,,,,,,,,,,,,
497,ORNL,1,A,0.0,10.0,10.0,,,,,,,,,,,,,,,
498,ORNL,1,EB,10.0,33.0,23.0,,,,,,,,,,,,,,,
499,ORNL,1,Bt1,33.0,55.0,22.0,,,,,,,,,,,,,,,
500,ORNL,1,Bt2,55.0,71.0,16.0,,,,,,,,,,,,,,,
501,ORNL,1,Bt3,71.0,132.0,61.0,,,,,,,,,,,,,,,
502,ORNL,2,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
503,ORNL,2,E,9.0,27.0,18.0,,,,,,,,,,,,,,,
504,ORNL,2,Bt1,27.0,45.0,18.0,,,,,,,,,,,,,,,
505,ORNL,2,Bt2,45.0,105.0,60.0,,,,,,,,,,,,,,,
506,ORNL,2,Bt3,105.0,154.0,49.0,,,,,,,,,,,,,,,
507,ORNL,3,Oe,0.0,2.5,2.5,,,,,,,,,,,,,,,
508,ORNL,3,AE,2.5,10.0,7.5,,,,,,,,,,,,,,,
509,ORNL,3,E1,10.0,21.0,11.0,,,,,,,,,,,,,,,
510,ORNL,3,E2,21.0,37.0,16.0,,,,,,,,,,,,,,,
511,ORNL,3,Bt1,37.0,67.0,30.0,,,,,,,,,,,,,,,
512,ORNL,3,Bt2,67.0,109.0,42.0,,,,,,,,,,,,,,,
513,ORNL,4,A,0.0,7.0,7.0,,,,,,,,,,,,,,,
514,ORNL,4,E,7.0,26.0,19.0,,,,,,,,,,,,,,,
515,ORNL,4,Bt1,26.0,56.0,30.0,,,,,,,,,,,,,,,
516,ORNL,4,Bt2,56.0,146.0,90.0,,,,,,,,,,,,,,,
517,ORNL,5,A,0.0,6.0,6.0,,,,,,,,,,,,,,,
518,ORNL,5,E,6.0,30.0,24.0,,,,,,,,,,,,,,,
519,ORNL,5,Bt1,30.0,42.0,12.0,,,,,,,,,,,,,,,
520,ORNL,5,Bt2,42.0,160.0,118.0,,,,,,,,,,,,,,,
521,OSBS,1,A,0.0,3.5,3.5,,,,,,,,,,,,,,,
522,OSBS,1,A,0.0,15.0,15.0,,,,,,,,,,,,,,,
523,OSBS,1,AB,15.0,28.0,13.0,,,,,,,,,,,,,,,
524,OSBS,1,Bw1,3.5,17.0,13.5,,,,,,,,,,,,,,,
525,OSBS,1,Bw1,28.0,47.0,19.0,,,,,,,,,,,,,,,
526,OSBS,1,Bw2,17.0,83.5,66.5,,,,,,,,,,,,,,,
527,OSBS,1,Bw2,47.0,96.0,49.0,,,,,,,,,,,,,,,
528,OSBS,1,Bw3,83.5,113.0,29.5,,,,,,,,,,,,,,,
529,OSBS,1,Bw3,96.0,121.0,25.0,,,,,,,,,,,,,,,
530,OSBS,2,A,0.0,7.0,7.0,,,,,,,,,,,,,,,
531,OSBS,2,Bw1,7.0,43.0,36.0,,,,,,,,,,,,,,,
532,OSBS,2,Bw2,43.0,80.0,37.0,,,,,,,,,,,,,,,
533,OSBS,2,Bw3,80.0,111.5,31.5,,,,,,,,,,,,,,,
534,OSBS,3,A,0.0,3.0,3.0,,,,,,,,,,,,,,,
535,OSBS,3,AB,3.0,19.0,16.0,,,,,,,,,,,,,,,
536,OSBS,3,Bw1,19.0,45.5,26.5,,,,,,,,,,,,,,,
537,OSBS,3,Bw2,45.5,83.5,38.0,,,,,,,,,,,,,,,
538,OSBS,3,Bw3,83.5,125.0,41.5,,,,,,,,,,,,,,,
539,OSBS,4,A,0.0,3.5,3.5,,,,,,,,,,,,,,,
540,OSBS,4,AE,3.5,5.5,2.0,,,,,,,,,,,,,,,
541,OSBS,4,Bh,5.5,12.0,6.5,,,,,,,,,,,,,,,
542,OSBS,4,Bw1,12.0,40.0,28.0,,,,,,,,,,,,,,,
543,OSBS,4,Bw2,40.0,60.0,20.0,,,,,,,,,,,,,,,
544,OSBS,4,Bw3,60.0,111.0,51.0,,,,,,,,,,,,,,,
545,OSBS,5,A,0.0,1.0,1.0,,,,,,,,,,,,,,,
546,OSBS,5,Bw1,1.0,21.0,20.0,,,,,,,,,,,,,,,
547,OSBS,5,Bw2,21.0,69.0,48.0,,,,,,,,,,,,,,,
548,OSBS,5,Bw3,69.0,121.0,52.0,,,,,,,,,,,,,,,
549,RMNP,1,Oe,2.0,0.0,-2.0,,,,,,,,,,,,,,,
550,RMNP,1,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
551,RMNP,1,Bt,9.0,17.5,8.5,,,,,,,,,,,,,,,
552,RMNP,1,BC,17.5,37.5,20.0,,,,,,,,,,,,,,,
553,RMNP,1,Cr,37.5,63.5,26.0,,,,,,,,,,,,,,,
554,RMNP,1,Oe,4.0,0.0,-4.0,,,,,,,,,,,,,,,
555,RMNP,1,A,0.0,12.0,12.0,,,,,,,,,,,,,,,
556,RMNP,1,Bt,12.0,23.5,11.5,,,,,,,,,,,,,,,
557,RMNP,1,BC,23.5,42.0,18.5,,,,,,,,,,,,,,,
558,RMNP,1,Cr,42.0,63.5,21.5,,,,,,,,,,,,,,,
559,RMNP,2,A,0.0,4.5,4.5,,,,,,,,,,,,,,,
560,RMNP,2,Bt,4.5,33.0,28.5,,,,,,,,,,,,,,,
561,RMNP,2,Bw,33.0,46.0,13.0,,,,,,,,,,,,,,,
562,RMNP,2,CB,46.0,88.5,42.5,,,,,,,,,,,,,,,
563,RMNP,3,Oe,0.0,2.5,2.5,,,,,,,,,,,,,,,
564,RMNP,3,A,2.5,12.0,9.5,,,,,,,,,,,,,,,
565,RMNP,3,AB,12.0,21.5,9.5,,,,,,,,,,,,,,,
566,RMNP,3,Bt,21.5,45.0,23.5,,,,,,,,,,,,,,,
567,RMNP,3,CB,45.0,98.0,53.0,,,,,,,,,,,,,,,
568,RMNP,3,Cr,98.0,119.0,21.0,,,,,,,,,,,,,,,
569,RMNP,4,Oe,2.5,0.0,-2.5,,,,,,,,,,,,,,,
570,RMNP,4,A,0.0,14.5,14.5,,,,,,,,,,,,,,,
571,RMNP,4,Bt,14.5,31.5,17.0,,,,,,,,,,,,,,,
572,RMNP,4,BC,31.5,53.5,22.0,,,,,,,,,,,,,,,
573,RMNP,4,CB,53.5,66.5,13.0,,,,,,,,,,,,,,,
574,RMNP,5,Oe,2.0,0.0,-2.0,,,,,,,,,,,,,,,
575,RMNP,5,A1,0.0,6.5,6.5,,,,,,,,,,,,,,,
576,RMNP,5,A2,6.5,30.5,24.0,,,,,,,,,,,,,,,
577,RMNP,5,Bt,30.5,47.5,17.0,,,,,,,,,,,,,,,
578,RMNP,5,Cr,47.5,120.0,72.5,,,,,,,,,,,,,,,
579,SCBI,1,A,0.0,6.0,6.0,,,,,,,,,,,,,,,
580,SCBI,1,BA,6.0,14.0,8.0,,,,,,,,,,,,,,,
581,SCBI,1,Bt1,14.0,31.5,17.5,,,,,,,,,,,,,,,
582,SCBI,1,Bt2,31.5,66.0,34.5,,,,,,,,,,,,,,,
583,SCBI,1,Bt3,66.0,122.0,56.0,,,,,,,,,,,,,,,
584,SCBI,1,BC,122.0,177.5,55.5,,,,,,,,,,,,,,,
585,SCBI,2,A,0.0,7.0,7.0,,,,,,,,,,,,,,,
586,SCBI,2,BA,7.0,16.0,9.0,,,,,,,,,,,,,,,
587,SCBI,2,Bt1,16.0,43.0,27.0,,,,,,,,,,,,,,,
588,SCBI,2,Bt2,43.0,78.0,35.0,,,,,,,,,,,,,,,
589,SCBI,2,BC1,78.0,126.0,48.0,,,,,,,,,,,,,,,
590,SCBI,2,BC2,126.0,169.5,43.5,,,,,,,,,,,,,,,
591,SCBI,3,A,0.0,7.5,7.5,,,,,,,,,,,,,,,
592,SCBI,3,Bt,7.5,41.0,33.5,,,,,,,,,,,,,,,
593,SCBI,3,C/B,41.0,124.0,83.0,,,,,,,,,,,,,,,
594,SCBI,3,2Bt,124.0,155.0,31.0,,,,,,,,,,,,,,,
595,SCBI,4,A,0.0,10.5,10.5,,,,,,,,,,,,,,,
596,SCBI,4,Bt,10.5,35.5,25.0,,,,,,,,,,,,,,,
597,SCBI,4,BC,35.5,94.0,58.5,,,,,,,,,,,,,,,
598,SCBI,4,CB,94.0,155.0,61.0,,,,,,,,,,,,,,,
599,SCBI,5,A,0.0,8.0,8.0,,,,,,,,,,,,,,,
600,SCBI,5,BA,8.0,20.0,12.0,,,,,,,,,,,,,,,
601,SCBI,5,Bt1,20.0,42.0,22.0,,,,,,,,,,,,,,,
602,SCBI,5,Bt2,42.0,61.0,19.0,,,,,,,,,,,,,,,
603,SCBI,5,Bt3,61.0,137.0,76.0,,,,,,,,,,,,,,,
604,SCBI,5,BC,135.0,144.5,9.5,,,,,,,,,,,,,,,
605,SERC,1,A,0.0,10.0,10.0,,,,,,,,,,,,,,,
606,SERC,1,AB,10.0,18.0,8.0,,,,,,,,,,,,,,,
607,SERC,1,Bt1,18.0,29.5,11.5,,,,,,,,,,,,,,,
608,SERC,1,Bt2,29.5,53.8,24.3,,,,,,,,,,,,,,,
609,SERC,1,Bt3,53.8,76.0,22.2,,,,,,,,,,,,,,,
610,SERC,1,BC,76.0,132.0,56.0,,,,,,,,,,,,,,,
611,SERC,1,C,132.0,150.0,18.0,,,,,,,,,,,,,,,
612,SERC,2,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
613,SERC,2,AB,9.0,23.0,14.0,,,,,,,,,,,,,,,
614,SERC,2,Bt1,23.0,50.0,27.0,,,,,,,,,,,,,,,
615,SERC,2,BC,50.0,112.5,62.5,,,,,,,,,,,,,,,
616,SERC,2,Bgt,112.5,170.5,58.0,,,,,,,,,,,,,,,
617,SERC,3,A,0.0,6.5,6.5,,,,,,,,,,,,,,,
618,SERC,3,AB,6.5,19.0,12.5,,,,,,,,,,,,,,,
619,SERC,3,Bt,19.0,39.0,20.0,,,,,,,,,,,,,,,
620,SERC,3,Btg1,39.0,79.0,40.0,,,,,,,,,,,,,,,
621,SERC,3,Btg2,79.0,133.0,54.0,,,,,,,,,,,,,,,
622,SERC,3,Btg3,133.0,158.0,25.0,,,,,,,,,,,,,,,
623,SERC,4,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
624,SERC,4,AB,9.0,24.0,15.0,,,,,,,,,,,,,,,
625,SERC,4,Bt,24.0,61.0,37.0,,,,,,,,,,,,,,,
626,SERC,4,Btg1,61.0,85.0,24.0,,,,,,,,,,,,,,,
627,SERC,4,Btg2,85.0,155.0,70.0,,,,,,,,,,,,,,,
628,SERC,5,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
629,SERC,5,AB,9.0,18.0,9.0,,,,,,,,,,,,,,,
630,SERC,5,Bt,18.0,38.0,20.0,,,,,,,,,,,,,,,
631,SERC,5,Btg1,38.0,73.0,35.0,,,,,,,,,,,,,,,
632,SERC,5,Btg2,73.0,110.0,37.0,,,,,,,,,,,,,,,
633,SERC,5,Btg3,110.0,166.0,56.0,,,,,,,,,,,,,,,
634,SJER,1,A1,0.0,6.0,6.0,,,,,,,,,,,,,,,
635,SJER,1,A2,6.0,15.0,9.0,,,,,,,,,,,,,,,
636,SJER,1,AB,15.0,30.0,15.0,,,,,,,,,,,,,,,
637,SJER,1,Bw1,30.0,56.0,26.0,,,,,,,,,,,,,,,
638,SJER,1,Bw2,56.0,79.0,23.0,,,,,,,,,,,,,,,
639,SJER,1,Cr,79.0,91.5,12.5,,,,,,,,,,,,,,,
640,SJER,2,A1,0.0,7.0,7.0,,,,,,,,,,,,,,,
641,SJER,2,A2,7.0,19.0,12.0,,,,,,,,,,,,,,,
642,SJER,2,Bw,19.0,37.0,18.0,,,,,,,,,,,,,,,
643,SJER,2,Cr,37.0,61.0,24.0,,,,,,,,,,,,,,,
644,SJER,3,Oi,0.0,3.0,3.0,,,,,,,,,,,,,,,
645,SJER,3,A1,3.0,16.0,13.0,,,,,,,,,,,,,,,
646,SJER,3,A2,16.0,40.0,24.0,,,,,,,,,,,,,,,
647,SJER,3,Bw,40.0,59.0,19.0,,,,,,,,,,,,,,,
648,SJER,3,C/B,59.0,76.0,17.0,,,,,,,,,,,,,,,
649,SJER,4,A,0.0,20.0,20.0,,,,,,,,,,,,,,,
650,SJER,4,AB,20.0,32.0,12.0,,,,,,,,,,,,,,,
651,SJER,4,Bw,32.0,47.5,15.5,,,,,,,,,,,,,,,
652,SJER,4,Cr,47.5,60.0,12.5,,,,,,,,,,,,,,,
653,SJER,5,A1,0.0,8.0,8.0,,,,,,,,,,,,,,,
654,SJER,5,A2,8.0,29.0,21.0,,,,,,,,,,,,,,,
655,SJER,5,AB,29.0,43.0,14.0,,,,,,,,,,,,,,,
656,SJER,5,Bw,43.0,58.0,15.0,,,,,,,,,,,,,,,
657,SOAP,1,Oi,0.0,2.0,2.0,,,,,,,,,,,,,,,
658,SOAP,1,A1,2.0,8.0,6.0,,,,,,,,,,,,,,,
659,SOAP,1,A2,8.0,25.0,17.0,,,,,,,,,,,,,,,
660,SOAP,1,AB,25.0,30.0,5.0,,,,,,,,,,,,,,,
661,SOAP,1,Bt1,30.0,52.0,22.0,,,,,,,,,,,,,,,
662,SOAP,1,Bt2,52.0,92.0,40.0,,,,,,,,,,,,,,,
663,SOAP,1,Bt3,92.0,126.0,34.0,,,,,,,,,,,,,,,
664,SOAP,1,Cr,126.0,143.5,17.5,,,,,,,,,,,,,,,
665,SOAP,2,Oi,0.0,2.0,2.0,,,,,,,,,,,,,,,
666,SOAP,2,A1,2.0,9.0,7.0,,,,,,,,,,,,,,,
667,SOAP,2,A2,9.0,27.0,18.0,,,,,,,,,,,,,,,
668,SOAP,2,AB,27.0,51.0,24.0,,,,,,,,,,,,,,,
669,SOAP,2,Bt1,51.0,96.0,45.0,,,,,,,,,,,,,,,
670,SOAP,2,Bt2,96.0,119.0,23.0,,,,,,,,,,,,,,,
671,SOAP,2,Bt3,119.0,149.0,30.0,,,,,,,,,,,,,,,
672,SOAP,3,A,0.0,15.0,15.0,,,,,,,,,,,,,,,
673,SOAP,3,AB,15.0,23.0,8.0,,,,,,,,,,,,,,,
674,SOAP,3,Bt1,23.0,43.0,20.0,,,,,,,,,,,,,,,
675,SOAP,3,Bt2,43.0,79.0,36.0,,,,,,,,,,,,,,,
676,SOAP,3,Bt3,79.0,115.0,36.0,,,,,,,,,,,,,,,
677,SOAP,3,Bt4,115.0,158.0,43.0,,,,,,,,,,,,,,,
678,SOAP,4,Oe,0.0,3.0,3.0,,,,,,,,,,,,,,,
679,SOAP,4,A,3.0,11.0,8.0,,,,,,,,,,,,,,,
680,SOAP,4,AB,11.0,35.0,24.0,,,,,,,,,,,,,,,
681,SOAP,4,Bt1,35.0,52.0,17.0,,,,,,,,,,,,,,,
682,SOAP,4,Bt2,52.0,87.0,35.0,,,,,,,,,,,,,,,
683,SOAP,4,Bt3,87.0,132.0,45.0,,,,,,,,,,,,,,,
684,SOAP,4,Bt4,132.0,158.0,26.0,,,,,,,,,,,,,,,
685,SOAP,5,Oi,0.0,1.0,1.0,,,,,,,,,,,,,,,
686,SOAP,5,A,1.0,15.0,14.0,,,,,,,,,,,,,,,
687,SOAP,5,A/B,15.0,25.0,10.0,,,,,,,,,,,,,,,
688,SOAP,5,Bt1,25.0,45.0,20.0,,,,,,,,,,,,,,,
689,SOAP,5,Bt2,45.0,72.0,27.0,,,,,,,,,,,,,,,
690,SOAP,5,Bt3,72.0,104.0,32.0,,,,,,,,,,,,,,,
691,SOAP,5,Bt4,104.0,123.0,19.0,,,,,,,,,,,,,,,
692,SRER,1,Ak,0.0,21.0,21.0,,,,,,,,,,,,,,,
693,SRER,1,Bw,21.0,72.0,51.0,,,,,,,,,,,,,,,
694,SRER,1,Bk1,72.0,104.0,32.0,,,,,,,,,,,,,,,
695,SRER,1,Bk2,104.0,145.0,41.0,,,,,,,,,,,,,,,
696,SRER,1,Bk3,145.0,179.0,34.0,,,,,,,,,,,,,,,
697,SRER,2,Ak,0.0,30.0,30.0,,,,,,,,,,,,,,,
698,SRER,2,Bw,30.0,77.0,47.0,,,,,,,,,,,,,,,
699,SRER,2,Ck1,77.0,110.0,33.0,,,,,,,,,,,,,,,
700,SRER,2,Ck2,110.0,139.0,29.0,,,,,,,,,,,,,,,
701,SRER,3,Ak1,0.0,12.0,12.0,,,,,,,,,,,,,,,
702,SRER,3,Ak2,12.0,29.0,17.0,,,,,,,,,,,,,,,
703,SRER,3,Bw,29.0,58.0,29.0,,,,,,,,,,,,,,,
704,SRER,3,Ck,58.0,109.5,51.5,,,,,,,,,,,,,,,
705,SRER,4,Ak1,0.0,12.0,12.0,,,,,,,,,,,,,,,
706,SRER,4,Ak2,12.0,23.0,11.0,,,,,,,,,,,,,,,
707,SRER,4,Bw1,23.0,64.0,41.0,,,,,,,,,,,,,,,
708,SRER,4,Ck,64.0,133.0,69.0,,,,,,,,,,,,,,,
709,SRER,5,Ak1,0.0,10.0,10.0,,,,,,,,,,,,,,,
710,SRER,5,Ak2,10.0,37.0,27.0,,,,,,,,,,,,,,,
711,SRER,5,Ak3,37.0,56.0,19.0,,,,,,,,,,,,,,,
712,SRER,5,Bw1,56.0,76.0,20.0,,,,,,,,,,,,,,,
848,STEI,1,Oe,0.0,2.0,2.0,,,,,,,,,,,,,,,
849,STEI,1,A2,2.0,15.0,13.0,,,,,,,,,,,,,,,
850,STEI,1,E/B,15.0,26.0,11.0,,,,,,,,,,,,,,,
851,STEI,1,Bh,26.0,33.0,7.0,,,,,,,,,,,,,,,
852,STEI,1,E,33.0,37.0,4.0,,,,,,,,,,,,,,,
853,STEI,1,Bs1,37.0,56.0,19.0,,,,,,,,,,,,,,,
854,STEI,1,Bs2,56.0,70.0,14.0,,,,,,,,,,,,,,,
855,STEI,1,BC1,70.0,92.0,22.0,,,,,,,,,,,,,,,
856,STEI,1,BC2,92.0,122.0,30.0,,,,,,,,,,,,,,,
857,STEI,1,BC3,122.0,167.0,45.0,,,,,,,,,,,,,,,
858,STEI,2,A,0.0,8.0,8.0,,,,,,,,,,,,,,,
859,STEI,2,Bs1,8.0,24.0,16.0,,,,,,,,,,,,,,,
860,STEI,2,Bs2,24.0,42.0,18.0,,,,,,,,,,,,,,,
861,STEI,2,BC1,42.0,60.0,18.0,,,,,,,,,,,,,,,
862,STEI,2,BC2,60.0,100.0,40.0,,,,,,,,,,,,,,,
863,STEI,2,BC3,100.0,180.0,80.0,,,,,,,,,,,,,,,
864,STEI,3,A,0.0,15.0,15.0,,,,,,,,,,,,,,,
865,STEI,3,EB,15.0,21.5,6.5,,,,,,,,,,,,,,,
866,STEI,3,Bhs,21.5,33.0,11.5,,,,,,,,,,,,,,,
867,STEI,3,Bs1,33.0,48.0,15.0,,,,,,,,,,,,,,,
868,STEI,3,Bs2,48.0,67.0,19.0,,,,,,,,,,,,,,,
869,STEI,3,BC1,67.0,102.0,35.0,,,,,,,,,,,,,,,
870,STEI,3,BC2,102.0,150.0,48.0,,,,,,,,,,,,,,,
871,STEI,3,BC3,150.0,207.0,57.0,,,,,,,,,,,,,,,
872,STEI,4,A,0.0,9.0,9.0,,,,,,,,,,,,,,,
873,STEI,4,Bhs1,9.0,15.5,6.5,,,,,,,,,,,,,,,
874,STEI,4,Bhs2,15.5,30.0,14.5,,,,,,,,,,,,,,,
875,STEI,4,E/B,30.0,46.0,16.0,,,,,,,,,,,,,,,
876,STEI,4,Bg,46.0,75.0,29.0,,,,,,,,,,,,,,,
877,STEI,4,BC1,75.0,90.0,15.0,,,,,,,,,,,,,,,
878,STEI,4,BC2,90.0,140.0,50.0,,,,,,,,,,,,,,,
879,STEI,4,BC3,140.0,189.0,49.0,,,,,,,,,,,,,,,
880,STEI,4,BC4,189.0,219.0,30.0,,,,,,,,,,,,,,,
881,STEI,5,A,0.0,10.5,10.5,,,,,,,,,,,,,,,
882,STEI,5,BA,10.5,18.0,7.5,,,,,,,,,,,,,,,
883,STEI,5,Bt,18.0,45.0,27.0,,,,,,,,,,,,,,,
884,STEI,5,Btg,45.0,61.0,16.0,,,,,,,,,,,,,,,
885,STEI,5,Bg,61.0,79.0,18.0,,,,,,,,,,,,,,,
886,STEI,5,BC1,79.0,147.0,68.0,,,,,,,,,,,,,,,
887,STEI,5,BC2,147.0,209.0,62.0,,,,,,,,,,,,,,,
713,STER,1,Ap1,0.0,8.0,8.0,,,,,,,,,,,,,,,
714,STER,1,Ap2,8.0,30.0,22.0,,,,,,,,,,,,,,,
715,STER,1,AB,30.0,45.0,15.0,,,,,,,,,,,,,,,
716,STER,1,Btk1,45.0,76.0,31.0,,,,,,,,,,,,,,,
717,STER,1,Btk2,76.0,157.0,81.0,,,,,,,,,,,,,,,
718,STER,1,CK,157.0,175.0,18.0,,,,,,,,,,,,,,,
719,STER,2,Ap,0.0,38.0,38.0,,,,,,,,,,,,,,,
720,STER,2,AB,38.0,51.0,13.0,,,,,,,,,,,,,,,
721,STER,2,Btk1,51.0,72.0,21.0,,,,,,,,,,,,,,,
722,STER,2,Btk2,75.0,100.0,25.0,,,,,,,,,,,,,,,
723,STER,2,Ck,100.0,159.0,59.0,,,,,,,,,,,,,,,
724,STER,3,Ap,0.0,32.0,32.0,,,,,,,,,,,,,,,
725,STER,3,Btk1,32.0,68.0,36.0,,,,,,,,,,,,,,,
726,STER,3,Btk2,68.0,126.0,58.0,,,,,,,,,,,,,,,
727,STER,3,C,126.0,169.0,43.0,,,,,,,,,,,,,,,
728,STER,4,Ap,0.0,17.0,17.0,,,,,,,,,,,,,,,
729,STER,4,A1,17.0,56.0,39.0,,,,,,,,,,,,,,,
730,STER,4,Bt,56.0,103.0,47.0,,,,,,,,,,,,,,,
731,STER,4,Btk,103.0,140.0,37.0,,,,,,,,,,,,,,,
732,STER,4,Ck,140.0,151.5,11.5,,,,,,,,,,,,,,,
733,STER,5,Ap,0.0,13.0,13.0,,,,,,,,,,,,,,,
734,STER,5,Btk1,13.0,33.0,20.0,,,,,,,,,,,,,,,
735,STER,5,A',33.0,38.0,5.0,,,,,,,,,,,,,,,
736,STER,5,Btk2,38.0,76.0,38.0,,,,,,,,,,,,,,,
737,STER,5,BC,76.0,120.0,44.0,,,,,,,,,,,,,,,
738,TALL,1,A1,0.0,11.0,11.0,,,,,,,,,,,,,,,
739,TALL,1,A2,11.0,26.0,15.0,,,,,,,,,,,,,,,
740,TALL,1,Bt1,26.0,98.0,72.0,,,,,,,,,,,,,,,
741,TALL,1,Bt2,98.0,121.0,23.0,,,,,,,,,,,,,,,
742,TALL,1,Bt3,121.0,166.0,45.0,,,,,,,,,,,,,,,
743,TALL,2,A1,0.0,6.0,6.0,,,,,,,,,,,,,,,
744,TALL,2,A2,6.0,30.0,24.0,,,,,,,,,,,,,,,
745,TALL,2,Bt1,30.0,45.0,15.0,,,,,,,,,,,,,,,
746,TALL,2,Bt2,45.0,146.5,101.5,,,,,,,,,,,,,,,
747,TALL,2,Bt3,146.5,173.0,26.5,,,,,,,,,,,,,,,
748,TALL,3,A/B,0.0,8.0,8.0,,,,,,,,,,,,,,,
749,TALL,3,Bt1,8.0,30.0,22.0,,,,,,,,,,,,,,,
750,TALL,3,Bt2,30.0,178.0,148.0,,,,,,,,,,,,,,,
751,TALL,3,Bt3,178.0,214.0,36.0,,,,,,,,,,,,,,,
752,TALL,4,A,0.0,5.0,5.0,,,,,,,,,,,,,,,
753,TALL,4,A/B,5.0,18.0,13.0,,,,,,,,,,,,,,,
754,TALL,4,Bt1,18.0,71.0,53.0,,,,,,,,,,,,,,,
755,TALL,4,Bt2,71.0,136.0,65.0,,,,,,,,,,,,,,,
756,TALL,4,Btg,136.0,176.0,40.0,,,,,,,,,,,,,,,
757,TALL,4,BC,176.0,202.0,26.0,,,,,,,,,,,,,,,
758,TALL,5,A,0.0,4.0,4.0,,,,,,,,,,,,,,,
759,TALL,5,AB,4.0,18.0,14.0,,,,,,,,,,,,,,,
