"siteID","HOR.VER","xOffset","yOffset","zOffset","referenceLatitude","referenceLongitude"
"BART",1.501,0.06,3.05,-0.02,44.063847,-71.287478
"BART",1.502,0.06,3.05,-0.06,44.063847,-71.287478
"BART",1.503,0.06,3.05,-0.16,44.063847,-71.287478
"BART",1.504,0.06,3.05,-0.26,44.063847,-71.287478
"BART",1.505,0.06,3.05,-0.56,44.063847,-71.287478
"BART",1.506,0.06,3.05,-0.96,44.063847,-71.287478
"BART",1.507,0.06,3.05,-1.16,44.063847,-71.287478
"BART",1.508,0.06,3.05,-1.66,44.063847,-71.287478
"BART",1.509,0.06,3.05,-1.96,44.063847,-71.287478
"BART",2.501,0.12,3.15,-0.03,44.063989,-71.288006
"BART",2.502,0.12,3.15,-0.07,44.063989,-71.288006
"BART",2.503,0.12,3.15,-0.17,44.063989,-71.288006
"BART",2.504,0.12,3.15,-0.27,44.063989,-71.288006
"BART",2.505,0.12,3.15,-0.57,44.063989,-71.288006
"BART",2.506,0.12,3.15,-0.97,44.063989,-71.288006
"BART",2.507,0.12,3.15,-1.17,44.063989,-71.288006
"BART",2.508,0.12,3.15,-1.67,44.063989,-71.288006
"BART",2.509,0.12,3.15,-1.97,44.063989,-71.288006
"BART",3.501,3.05,2.52,-0.02,44.064089,-71.28855
"BART",3.502,3.05,2.52,-0.06,44.064089,-71.28855
"BART",3.503,3.05,2.52,-0.16,44.064089,-71.28855
"BART",3.504,3.05,2.52,-0.26,44.064089,-71.28855
"BART",3.505,3.05,2.52,-0.56,44.064089,-71.28855
"BART",3.506,3.05,2.52,-0.96,44.064089,-71.28855
"BART",3.507,3.05,2.52,-1.16,44.064089,-71.28855
"BART",3.508,3.05,2.52,-1.66,44.064089,-71.28855
"BART",3.509,3.05,2.52,-1.96,44.064089,-71.28855
"BART",4.501,4.87,2.88,-0.02,44.064475,-71.288414
"BART",4.502,4.87,2.88,-0.06,44.064475,-71.288414
"BART",4.503,4.87,2.88,-0.16,44.064475,-71.288414
"BART",4.504,4.87,2.88,-0.26,44.064475,-71.288414
"BART",4.505,4.87,2.88,-0.56,44.064475,-71.288414
"BART",4.506,4.87,2.88,-0.96,44.064475,-71.288414
"BART",4.507,4.87,2.88,-1.16,44.064475,-71.288414
"BART",4.508,4.87,2.88,-1.66,44.064475,-71.288414
"BART",4.509,4.87,2.88,-1.96,44.064475,-71.288414
"BART",5.501,4.85,3.19,-0.03,44.064292,-71.287839
"BART",5.502,4.85,3.19,-0.07,44.064292,-71.287839
"BART",5.503,4.85,3.19,-0.17,44.064292,-71.287839
"BART",5.504,4.85,3.19,-0.27,44.064292,-71.287839
"BART",5.505,4.85,3.19,-0.57,44.064292,-71.287839
"BART",5.506,4.85,3.19,-0.97,44.064292,-71.287839
"BART",5.507,4.85,3.19,-1.17,44.064292,-71.287839
"BART",5.508,4.85,3.19,-1.67,44.064292,-71.287839
"BART",5.509,4.85,3.19,-1.97,44.064292,-71.287839
"HARV",1.501,0.18,2.59,-0.02,42.536914,-72.173147
"HARV",1.502,0.18,2.59,-0.06,42.536914,-72.173147
"HARV",1.503,0.18,2.59,-0.16,42.536914,-72.173147
"HARV",1.504,0.18,2.59,-0.26,42.536914,-72.173147
"HARV",1.505,0.18,2.59,-0.36,42.536914,-72.173147
"HARV",1.506,0.18,2.59,-0.46,42.536914,-72.173147
"HARV",1.507,0.18,2.59,-0.56,42.536914,-72.173147
"HARV",1.508,0.18,2.59,-0.66,42.536914,-72.173147
"HARV",2.501,0.82,2.5,-0.02,42.537319,-72.173378
"HARV",2.502,0.82,2.5,-0.06,42.537319,-72.173378
"HARV",2.503,0.82,2.5,-0.16,42.537319,-72.173378
"HARV",2.504,0.82,2.5,-0.26,42.537319,-72.173378
"HARV",2.505,0.82,2.5,-0.36,42.537319,-72.173378
"HARV",2.506,0.82,2.5,-0.46,42.537319,-72.173378
"HARV",3.501,0.15,3.13,-0.02,42.537575,-72.1738
"HARV",3.502,0.15,3.13,-0.06,42.537575,-72.1738
"HARV",3.503,0.15,3.13,-0.16,42.537575,-72.1738
"HARV",3.504,0.15,3.13,-0.26,42.537575,-72.1738
"HARV",3.505,0.15,3.13,-0.36,42.537575,-72.1738
"HARV",3.506,0.15,3.13,-0.46,42.537575,-72.1738
"HARV",4.501,0.2,3.28,-0.02,42.538011,-72.174022
"HARV",4.502,0.2,3.28,-0.06,42.538011,-72.174022
"HARV",4.503,0.2,3.28,-0.16,42.538011,-72.174022
"HARV",4.504,0.2,3.28,-0.26,42.538011,-72.174022
"HARV",4.505,0.2,3.28,-0.36,42.538011,-72.174022
"HARV",4.506,0.2,3.28,-0.46,42.538011,-72.174022
"HARV",4.507,0.2,3.28,-0.56,42.538011,-72.174022
"HARV",5.501,0.53,2.41,-0.02,42.538092,-72.174644
"HARV",5.502,0.53,2.41,-0.06,42.538092,-72.174644
"HARV",5.503,0.53,2.41,-0.16,42.538092,-72.174644
"HARV",5.504,0.53,2.41,-0.26,42.538092,-72.174644
"HARV",5.505,0.53,2.41,-0.36,42.538092,-72.174644
"HARV",5.506,0.53,2.41,-0.46,42.538092,-72.174644
"HARV",5.507,0.53,2.41,-0.56,42.538092,-72.174644
"HARV",5.508,0.53,2.41,-0.66,42.538092,-72.174644
"BLAN",1.501,0.12,3.13,-0.03,39.060292,-78.071784
"BLAN",1.502,0.12,3.13,-0.07,39.060292,-78.071784
"BLAN",1.503,0.12,3.13,-0.17,39.060292,-78.071784
"BLAN",1.504,0.12,3.13,-0.27,39.060292,-78.071784
"BLAN",1.505,0.12,3.13,-0.37,39.060292,-78.071784
"BLAN",1.506,0.12,3.13,-0.67,39.060292,-78.071784
"BLAN",1.507,0.12,3.13,-1.07,39.060292,-78.071784
"BLAN",1.508,0.12,3.13,-1.47,39.060292,-78.071784
"BLAN",1.509,0.12,3.13,-1.97,39.060292,-78.071784
"BLAN",2.501,0.16,3.13,-0.02,39.060496,-78.072233
"BLAN",2.502,0.16,3.13,-0.06,39.060496,-78.072233
"BLAN",2.503,0.16,3.13,-0.16,39.060496,-78.072233
"BLAN",2.504,0.16,3.13,-0.26,39.060496,-78.072233
"BLAN",2.505,0.16,3.13,-0.36,39.060496,-78.072233
"BLAN",2.506,0.16,3.13,-0.66,39.060496,-78.072233
"BLAN",2.507,0.16,3.13,-1.06,39.060496,-78.072233
"BLAN",2.508,0.16,3.13,-1.46,39.060496,-78.072233
"BLAN",2.509,0.16,3.13,-1.96,39.060496,-78.072233
"BLAN",3.501,0.25,3.1,-0.01,39.060701,-78.072682
"BLAN",3.502,0.25,3.1,-0.05,39.060701,-78.072682
"BLAN",3.503,0.25,3.1,-0.15,39.060701,-78.072682
"BLAN",3.504,0.25,3.1,-0.25,39.060701,-78.072682
"BLAN",3.505,0.25,3.1,-0.35,39.060701,-78.072682
"BLAN",3.506,0.25,3.1,-0.65,39.060701,-78.072682
"BLAN",3.507,0.25,3.1,-1.05,39.060701,-78.072682
"BLAN",3.508,0.25,3.1,-1.45,39.060701,-78.072682
"BLAN",3.509,0.25,3.1,-1.95,39.060701,-78.072682
"BLAN",4.501,0.21,3.12,-0.01,39.060905,-78.073131
"BLAN",4.502,0.21,3.12,-0.05,39.060905,-78.073131
"BLAN",4.503,0.21,3.12,-0.15,39.060905,-78.073131
"BLAN",4.504,0.21,3.12,-0.25,39.060905,-78.073131
"BLAN",4.505,0.21,3.12,-0.35,39.060905,-78.073131
"BLAN",4.506,0.21,3.12,-0.65,39.060905,-78.073131
"BLAN",4.507,0.21,3.12,-1.05,39.060905,-78.073131
"BLAN",4.508,0.21,3.12,-1.45,39.060905,-78.073131
"BLAN",4.509,0.21,3.12,-1.95,39.060905,-78.073131
"BLAN",5.501,0.15,3.12,-0.01,39.060992,-78.073667
"BLAN",5.502,0.15,3.12,-0.05,39.060992,-78.073667
"BLAN",5.503,0.15,3.12,-0.15,39.060992,-78.073667
"BLAN",5.504,0.15,3.12,-0.25,39.060992,-78.073667
"BLAN",5.505,0.15,3.12,-0.35,39.060992,-78.073667
"BLAN",5.506,0.15,3.12,-0.65,39.060992,-78.073667
"BLAN",5.507,0.15,3.12,-1.05,39.060992,-78.073667
"BLAN",5.508,0.15,3.12,-1.45,39.060992,-78.073667
"BLAN",5.509,0.15,3.12,-1.95,39.060992,-78.073667
"SCBI",1.501,3.14,4.75,-0.02,38.892772,-78.139506
"SCBI",1.502,3.14,4.75,-0.06,38.892772,-78.139506
"SCBI",1.503,3.14,4.75,-0.16,38.892772,-78.139506
"SCBI",1.504,3.14,4.75,-0.26,38.892772,-78.139506
"SCBI",1.505,3.14,4.75,-0.46,38.892772,-78.139506
"SCBI",1.506,3.14,4.75,-0.86,38.892772,-78.139506
"SCBI",1.507,3.14,4.75,-1.26,38.892772,-78.139506
"SCBI",1.508,3.14,4.75,-1.66,38.892772,-78.139506
"SCBI",1.509,3.14,4.75,-1.96,38.892772,-78.139506
"SCBI",2.501,3.77,4.51,-0.02,38.892375,-78.139597
"SCBI",2.502,3.77,4.51,-0.06,38.892375,-78.139597
"SCBI",2.503,3.77,4.51,-0.16,38.892375,-78.139597
"SCBI",2.504,3.77,4.51,-0.26,38.892375,-78.139597
"SCBI",2.505,3.77,4.51,-0.46,38.892375,-78.139597
"SCBI",2.506,3.77,4.51,-0.86,38.892375,-78.139597
"SCBI",2.507,3.77,4.51,-1.26,38.892375,-78.139597
"SCBI",2.508,3.77,4.51,-1.66,38.892375,-78.139597
"SCBI",2.509,3.77,4.51,-1.96,38.892375,-78.139597
"SCBI",3.501,3.15,4.82,-0.02,38.891975,-78.139692
"SCBI",3.502,3.15,4.82,-0.06,38.891975,-78.139692
"SCBI",3.503,3.15,4.82,-0.16,38.891975,-78.139692
"SCBI",3.504,3.15,4.82,-0.26,38.891975,-78.139692
"SCBI",3.505,3.15,4.82,-0.46,38.891975,-78.139692
"SCBI",3.506,3.15,4.82,-0.86,38.891975,-78.139692
"SCBI",3.507,3.15,4.82,-1.26,38.891975,-78.139692
"SCBI",3.508,3.15,4.82,-1.66,38.891975,-78.139692
"SCBI",3.509,3.15,4.82,-1.96,38.891975,-78.139692
"SCBI",4.501,3.17,4.96,-0.02,38.891575,-78.139783
"SCBI",4.502,3.17,4.96,-0.06,38.891575,-78.139783
"SCBI",4.503,3.17,4.96,-0.16,38.891575,-78.139783
"SCBI",4.504,3.17,4.96,-0.26,38.891575,-78.139783
"SCBI",4.505,3.17,4.96,-0.46,38.891575,-78.139783
"SCBI",4.506,3.17,4.96,-0.86,38.891575,-78.139783
"SCBI",4.507,3.17,4.96,-1.26,38.891575,-78.139783
"SCBI",4.508,3.17,4.96,-1.66,38.891575,-78.139783
"SCBI",4.509,3.17,4.96,-1.96,38.891575,-78.139783
"SCBI",5.501,3.35,4.95,-0.02,38.891178,-78.139875
"SCBI",5.502,3.35,4.95,-0.06,38.891178,-78.139875
"SCBI",5.503,3.35,4.95,-0.16,38.891178,-78.139875
"SCBI",5.504,3.35,4.95,-0.26,38.891178,-78.139875
"SCBI",5.505,3.35,4.95,-0.46,38.891178,-78.139875
"SCBI",5.506,3.35,4.95,-0.86,38.891178,-78.139875
"SCBI",5.507,3.35,4.95,-1.26,38.891178,-78.139875
"SCBI",5.508,3.35,4.95,-1.66,38.891178,-78.139875
"SCBI",5.509,3.35,4.95,-1.96,38.891178,-78.139875
"SERC",1.501,0.17,3.15,-0.01,38.890036,-76.560194
"SERC",1.502,0.17,3.15,-0.05,38.890036,-76.560194
"SERC",1.503,0.17,3.15,-0.15,38.890036,-76.560194
"SERC",1.504,0.17,3.15,-0.25,38.890036,-76.560194
"SERC",1.505,0.17,3.15,-0.45,38.890036,-76.560194
"SERC",1.506,0.17,3.15,-0.65,38.890036,-76.560194
"SERC",1.507,0.17,3.15,-1.15,38.890036,-76.560194
"SERC",1.508,0.17,3.15,-1.65,38.890036,-76.560194
"SERC",1.509,0.17,3.15,-1.95,38.890036,-76.560194
"SERC",2.501,0.25,3.12,-0.02,38.890094,-76.560686
"SERC",2.502,0.25,3.12,-0.06,38.890094,-76.560686
"SERC",2.503,0.25,3.12,-0.16,38.890094,-76.560686
"SERC",2.504,0.25,3.12,-0.26,38.890094,-76.560686
"SERC",2.505,0.25,3.12,-0.46,38.890094,-76.560686
"SERC",2.506,0.25,3.12,-0.66,38.890094,-76.560686
"SERC",2.507,0.25,3.12,-1.16,38.890094,-76.560686
"SERC",2.508,0.25,3.12,-1.66,38.890094,-76.560686
"SERC",2.509,0.25,3.12,-1.96,38.890094,-76.560686
"SERC",3.501,0.23,3.04,-0.04,38.890381,-76.56095
"SERC",3.502,0.23,3.04,-0.08,38.890381,-76.56095
"SERC",3.503,0.23,3.04,-0.18,38.890381,-76.56095
"SERC",3.504,0.23,3.04,-0.28,38.890381,-76.56095
"SERC",3.505,0.23,3.04,-0.48,38.890381,-76.56095
"SERC",3.506,0.23,3.04,-0.68,38.890381,-76.56095
"SERC",3.507,0.23,3.04,-1.18,38.890381,-76.56095
"SERC",3.508,0.23,3.04,-1.68,38.890381,-76.56095
"SERC",3.509,0.23,3.04,-1.98,38.890381,-76.56095
"SERC",4.501,4.83,2.67,-0.02,38.890511,-76.560494
"SERC",4.502,4.83,2.67,-0.06,38.890511,-76.560494
"SERC",4.503,4.83,2.67,-0.16,38.890511,-76.560494
"SERC",4.504,4.83,2.67,-0.26,38.890511,-76.560494
"SERC",4.505,4.83,2.67,-0.46,38.890511,-76.560494
"SERC",4.506,4.83,2.67,-0.66,38.890511,-76.560494
"SERC",4.507,4.83,2.67,-1.16,38.890511,-76.560494
"SERC",4.508,4.83,2.67,-1.66,38.890511,-76.560494
"SERC",4.509,4.83,2.67,-1.96,38.890511,-76.560494
"SERC",5.501,4.79,2.58,-0.02,38.890408,-76.560006
"SERC",5.502,4.79,2.58,-0.06,38.890408,-76.560006
"SERC",5.503,4.79,2.58,-0.16,38.890408,-76.560006
"SERC",5.504,4.79,2.58,-0.26,38.890408,-76.560006
"SERC",5.505,4.79,2.58,-0.46,38.890408,-76.560006
"SERC",5.506,4.79,2.58,-0.66,38.890408,-76.560006
"SERC",5.507,4.79,2.58,-1.16,38.890408,-76.560006
"SERC",5.508,4.79,2.58,-1.66,38.890408,-76.560006
"SERC",5.509,4.79,2.58,-1.96,38.890408,-76.560006
"DSNY",1.501,3.17,0.12,-0.02,28.125035,-81.435892
"DSNY",1.502,3.17,0.12,-0.06,28.125035,-81.435892
"DSNY",1.503,3.17,0.12,-0.16,28.125035,-81.435892
"DSNY",1.504,3.17,0.12,-0.26,28.125035,-81.435892
"DSNY",1.505,3.17,0.12,-0.36,28.125035,-81.435892
"DSNY",1.506,3.17,0.12,-0.56,28.125035,-81.435892
"DSNY",1.507,3.17,0.12,-1.06,28.125035,-81.435892
"DSNY",1.508,3.17,0.12,-1.66,28.125035,-81.435892
"DSNY",1.509,3.17,0.12,-1.96,28.125035,-81.435892
"DSNY",2.501,2.82,0.02,-0.02,28.125079,-81.435437
"DSNY",2.502,2.82,0.02,-0.06,28.125079,-81.435437
"DSNY",2.503,2.82,0.02,-0.16,28.125079,-81.435437
"DSNY",2.504,2.82,0.02,-0.26,28.125079,-81.435437
"DSNY",2.505,2.82,0.02,-0.36,28.125079,-81.435437
"DSNY",2.506,2.82,0.02,-0.56,28.125079,-81.435437
"DSNY",2.507,2.82,0.02,-1.06,28.125079,-81.435437
"DSNY",2.508,2.82,0.02,-1.66,28.125079,-81.435437
"DSNY",2.509,2.82,0.02,-1.96,28.125079,-81.435437
"DSNY",3.501,3.12,0.15,-0.02,28.12512,-81.434982
"DSNY",3.502,3.12,0.15,-0.06,28.12512,-81.434982
"DSNY",3.503,3.12,0.15,-0.16,28.12512,-81.434982
"DSNY",3.504,3.12,0.15,-0.26,28.12512,-81.434982
"DSNY",3.505,3.12,0.15,-0.36,28.12512,-81.434982
"DSNY",3.506,3.12,0.15,-0.56,28.12512,-81.434982
"DSNY",3.507,3.12,0.15,-1.06,28.12512,-81.434982
"DSNY",3.508,3.12,0.15,-1.66,28.12512,-81.434982
"DSNY",3.509,3.12,0.15,-1.96,28.12512,-81.434982
"DSNY",4.501,3.48,0.03,-0.02,28.125167,-81.434527
"DSNY",4.502,3.48,0.03,-0.06,28.125167,-81.434527
"DSNY",4.503,3.48,0.03,-0.16,28.125167,-81.434527
"DSNY",4.504,3.48,0.03,-0.26,28.125167,-81.434527
"DSNY",4.505,3.48,0.03,-0.36,28.125167,-81.434527
"DSNY",4.506,3.48,0.03,-0.56,28.125167,-81.434527
"DSNY",4.507,3.48,0.03,-1.06,28.125167,-81.434527
"DSNY",4.508,3.48,0.03,-1.66,28.125167,-81.434527
"DSNY",4.509,3.48,0.03,-1.96,28.125167,-81.434527
"DSNY",5.501,2.88,0.14,-0.02,28.125211,-81.434071
"DSNY",5.502,2.88,0.14,-0.06,28.125211,-81.434071
"DSNY",5.503,2.88,0.14,-0.16,28.125211,-81.434071
"DSNY",5.504,2.88,0.14,-0.26,28.125211,-81.434071
"DSNY",5.505,2.88,0.14,-0.36,28.125211,-81.434071
"DSNY",5.506,2.88,0.14,-0.56,28.125211,-81.434071
"DSNY",5.507,2.88,0.14,-1.06,28.125211,-81.434071
"DSNY",5.508,2.88,0.14,-1.66,28.125211,-81.434071
"DSNY",5.509,2.88,0.14,-1.96,28.125211,-81.434071
"OSBS",1.501,2.98,0.15,-0.02,29.689376,-81.993242
"OSBS",1.502,2.98,0.15,-0.06,29.689376,-81.993242
"OSBS",1.503,2.98,0.15,-0.16,29.689376,-81.993242
"OSBS",1.504,2.98,0.15,-0.26,29.689376,-81.993242
"OSBS",1.505,2.98,0.15,-0.56,29.689376,-81.993242
"OSBS",1.506,2.98,0.15,-0.76,29.689376,-81.993242
"OSBS",1.507,2.98,0.15,-0.96,29.689376,-81.993242
"OSBS",1.508,2.98,0.15,-1.56,29.689376,-81.993242
"OSBS",1.509,2.98,0.15,-1.96,29.689376,-81.993242
"OSBS",2.501,3,0.17,-0.02,29.689478,-81.992954
"OSBS",2.502,3,0.17,-0.06,29.689478,-81.992954
"OSBS",2.503,3,0.17,-0.16,29.689478,-81.992954
"OSBS",2.504,3,0.17,-0.26,29.689478,-81.992954
"OSBS",2.505,3,0.17,-0.56,29.689478,-81.992954
"OSBS",2.506,3,0.17,-0.76,29.689478,-81.992954
"OSBS",2.507,3,0.17,-0.96,29.689478,-81.992954
"OSBS",2.508,3,0.17,-1.56,29.689478,-81.992954
"OSBS",2.509,3,0.17,-1.96,29.689478,-81.992954
"OSBS",3.501,2.97,0.15,-0.02,29.689581,-81.992666
"OSBS",3.502,2.97,0.15,-0.06,29.689581,-81.992666
"OSBS",3.503,2.97,0.15,-0.16,29.689581,-81.992666
"OSBS",3.504,2.97,0.15,-0.26,29.689581,-81.992666
"OSBS",3.505,2.97,0.15,-0.56,29.689581,-81.992666
"OSBS",3.506,2.97,0.15,-0.76,29.689581,-81.992666
"OSBS",3.507,2.97,0.15,-0.96,29.689581,-81.992666
"OSBS",3.508,2.97,0.15,-1.56,29.689581,-81.992666
"OSBS",3.509,2.97,0.15,-1.96,29.689581,-81.992666
"OSBS",4.501,3.1,0.18,-0.02,29.689683,-81.99238
"OSBS",4.502,3.1,0.18,-0.06,29.689683,-81.99238
"OSBS",4.503,3.1,0.18,-0.16,29.689683,-81.99238
"OSBS",4.504,3.1,0.18,-0.26,29.689683,-81.99238
"OSBS",4.505,3.1,0.18,-0.56,29.689683,-81.99238
"OSBS",4.506,3.1,0.18,-0.76,29.689683,-81.99238
"OSBS",4.507,3.1,0.18,-0.96,29.689683,-81.99238
"OSBS",4.508,3.1,0.18,-1.56,29.689683,-81.99238
"OSBS",4.509,3.1,0.18,-1.96,29.689683,-81.99238
"OSBS",5.501,2.98,0.14,-0.02,29.689785,-81.992093
"OSBS",5.502,2.98,0.14,-0.06,29.689785,-81.992093
"OSBS",5.503,2.98,0.14,-0.16,29.689785,-81.992093
"OSBS",5.504,2.98,0.14,-0.26,29.689785,-81.992093
"OSBS",5.505,2.98,0.14,-0.56,29.689785,-81.992093
"OSBS",5.506,2.98,0.14,-0.76,29.689785,-81.992093
"OSBS",5.507,2.98,0.14,-0.96,29.689785,-81.992093
"OSBS",5.508,2.98,0.14,-1.56,29.689785,-81.992093
"OSBS",5.509,2.98,0.14,-1.96,29.689785,-81.992093
"STEI",1.501,3.1,0.14,-0.01,45.508803,-89.586554
"STEI",1.502,3.1,0.14,-0.05,45.508803,-89.586554
"STEI",1.503,3.1,0.14,-0.15,45.508803,-89.586554
"STEI",1.504,3.1,0.14,-0.25,45.508803,-89.586554
"STEI",1.505,3.1,0.14,-0.45,45.508803,-89.586554
"STEI",1.506,3.1,0.14,-0.65,45.508803,-89.586554
"STEI",1.507,3.1,0.14,-0.95,45.508803,-89.586554
"STEI",1.508,3.1,0.14,-1.25,45.508803,-89.586554
"STEI",1.509,3.1,0.14,-1.95,45.508803,-89.586554
"STEI",2.501,3.22,0.2,-0.02,45.508499,-89.58697
"STEI",2.502,3.22,0.2,-0.06,45.508499,-89.58697
"STEI",2.503,3.22,0.2,-0.16,45.508499,-89.58697
"STEI",2.504,3.22,0.2,-0.26,45.508499,-89.58697
"STEI",2.505,3.22,0.2,-0.46,45.508499,-89.58697
"STEI",2.506,3.22,0.2,-0.66,45.508499,-89.58697
"STEI",2.507,3.22,0.2,-0.96,45.508499,-89.58697
"STEI",2.508,3.22,0.2,-1.26,45.508499,-89.58697
"STEI",2.509,3.22,0.2,-1.96,45.508499,-89.58697
"STEI",3.501,2.43,0.63,-0.02,45.50828,-89.587455
"STEI",3.502,2.43,0.63,-0.06,45.50828,-89.587455
"STEI",3.503,2.43,0.63,-0.16,45.50828,-89.587455
"STEI",3.504,2.43,0.63,-0.26,45.50828,-89.587455
"STEI",3.505,2.43,0.63,-0.46,45.50828,-89.587455
"STEI",3.506,2.43,0.63,-0.66,45.50828,-89.587455
"STEI",3.507,2.43,0.63,-0.96,45.50828,-89.587455
"STEI",3.508,2.43,0.63,-1.26,45.50828,-89.587455
"STEI",3.509,2.43,0.63,-1.96,45.50828,-89.587455
"STEI",4.501,3.15,0.22,-0.03,45.508098,-89.58797
"STEI",4.502,3.15,0.22,-0.07,45.508098,-89.58797
"STEI",4.503,3.15,0.22,-0.17,45.508098,-89.58797
"STEI",4.504,3.15,0.22,-0.27,45.508098,-89.58797
"STEI",4.505,3.15,0.22,-0.47,45.508098,-89.58797
"STEI",4.506,3.15,0.22,-0.67,45.508098,-89.58797
"STEI",4.507,3.15,0.22,-0.97,45.508098,-89.58797
"STEI",4.508,3.15,0.22,-1.27,45.508098,-89.58797
"STEI",4.509,3.15,0.22,-1.97,45.508098,-89.58797
"STEI",5.501,2.94,2.52,-0.02,45.507916,-89.588485
"STEI",5.502,2.94,2.52,-0.06,45.507916,-89.588485
"STEI",5.503,2.94,2.52,-0.16,45.507916,-89.588485
"STEI",5.504,2.94,2.52,-0.26,45.507916,-89.588485
"STEI",5.505,2.94,2.52,-0.46,45.507916,-89.588485
"STEI",5.506,2.94,2.52,-0.66,45.507916,-89.588485
"STEI",5.507,2.94,2.52,-0.96,45.507916,-89.588485
"STEI",5.508,2.94,2.52,-1.26,45.507916,-89.588485
"STEI",5.509,2.94,2.52,-1.96,45.507916,-89.588485
"TREE",1.501,2.72,4.89,-0.01,45.493826,-89.586294
